Part;Cond;Block;Trial;Click;Tar_t;Click_t;PosX;PosY;Dist;Succ
3;1;8;1;4;30-04-2018 14:6:31:182;30-04-2018 14:6:30:554;1030;73;43.9089968;1
3;1;8;1;5;30-04-2018 14:6:31:842;30-04-2018 14:6:31:182;729;519;29.34706118;1
3;1;9;1;1;30-04-2018 14:6:34:266;30-04-2018 14:6:33:321;77;244;35.67211796;1
3;1;9;1;2;30-04-2018 14:6:35:923;30-04-2018 14:6:34:266;1393;234;9.192388155;1
3;1;9;1;3;30-04-2018 14:6:36:730;30-04-2018 14:6:35:923;91;435;30.43846251;1
3;1;9;1;4;30-04-2018 14:6:37:440;30-04-2018 14:6:36:730;1417;394;35.67211796;1
3;1;9;1;5;30-04-2018 14:6:38:97;30-04-2018 14:6:37:440;735;525;29.97081914;1
3;1;10;1;1;30-04-2018 14:6:40:533;30-04-2018 14:6:39:611;1402;750;16.80773631;1
3;1;10;1;2;30-04-2018 14:6:41:399;30-04-2018 14:6:40:533;92;771;24.30020576;1
3;1;10;1;3;30-04-2018 14:6:42:341;30-04-2018 14:6:41:399;1416;575;30.99193443;1
3;1;10;1;4;30-04-2018 14:6:43:927;30-04-2018 14:6:42:341;91;595;22.38861318;1
